Date,Closing Price
2013-05-22,107.92155225687695
2013-05-23,107.91116360623094
2013-05-24,107.92886952622078
2013-05-25,107.91592763632711
2013-05-26,107.96554124871534
2013-05-27,107.92906192238665
2013-05-28,107.8559573426603
2013-05-29,107.788399995384
2013-05-30,107.88033303925425
2013-05-31,107.74154201578577
2013-06-01,107.68914272511381
2013-06-02,107.6932331799911
2013-06-03,107.59101970125721
2013-06-04,107.69735547505607
2013-06-05,107.6383664012639
2013-06-06,107.80851210525213
2013-06-07,107.72847845240442
2013-06-08,107.74040393119661
2013-06-09,107.68999286403005
2013-06-10,107.59587963019219
2013-06-11,107.5332830804552
2013-06-12,107.61738133727964
2013-06-13,107.59774538417025
2013-06-14,107.72899260400928
2013-06-15,107.47494998141136
2013-06-16,107.29392650199101
2013-06-17,107.324047377218
2013-06-18,107.40636494668584
2013-06-19,107.34790286559053
2013-06-20,108.89349257322367
2013-06-21,108.78581495559182
2013-06-22,108.6405555286572
2013-06-23,108.71884535891697
2013-06-24,108.6393546913533
2013-06-25,108.42648297738863
2013-06-26,108.51774189665316
2013-06-27,108.61550645480199
2013-06-28,108.72327264492985
2013-06-29,108.52906420580624
2013-06-30,108.43131119545369
2013-07-01,108.53846037553066
2013-07-02,108.59945491786213
2013-07-03,108.49461266047821
2013-07-04,108.49171615859291
2013-07-05,108.39694692383587
2013-07-06,108.47223489019494
2013-07-07,108.69976564353573
2013-07-08,108.60749888193016
2013-07-09,108.57383252011567
2013-07-10,108.6753980132622
2013-07-11,108.40816924285764
2013-07-12,108.22383480405419
2013-07-13,108.2839438624506
2013-07-14,108.21492419372649
2013-07-15,108.11391198474455
2013-07-16,107.94715354802213
2013-07-17,107.92068166703388
2013-07-18,107.99556198416911
2013-07-19,108.22024715914004
2013-07-20,108.36500492596309
2013-07-21,108.52729758688245
2013-07-22,108.52832825516705
2013-07-23,108.70657695344588
2013-07-24,108.68145712940003
2013-07-25,108.5720679735615
2013-07-26,108.46122072219138
2013-07-27,108.38760719402086
2013-07-28,108.3365599031518
2013-07-29,108.4188111175757
2013-07-30,108.37252804510082
2013-07-31,108.24279531401744
2013-08-01,108.320676327016
2013-08-02,108.31662965667812
2013-08-03,108.30519210948707
2013-08-04,108.30583428116945
2013-08-05,108.28157445606415
2013-08-06,108.32800129250583
2013-08-07,108.28329652126023
2013-08-08,108.30527658571084
2013-08-09,108.30572265989093
2013-08-10,108.39925047320641
2013-08-11,108.29813122633169
2013-08-12,108.28013569344809
2013-08-13,108.40079965862313
2013-08-14,108.42902243855664
2013-08-15,108.41763811211614
2013-08-16,108.51700156295792
2013-08-17,108.42001869904382
2013-08-18,108.3195817802316
2013-08-19,108.16941012035441
2013-08-20,108.22405238090552
2013-08-21,108.08473427915557
2013-08-22,108.13241909963473
2013-08-23,108.05660434098543
2013-08-24,108.19211620343738
2013-08-25,108.20933054690752
2013-08-26,108.21699971701636
2013-08-27,108.16554360001109
2013-08-28,107.87620330790182
2013-08-29,107.79105426039837
2013-08-30,107.72835325057278
2013-08-31,107.6491270407016
2013-09-01,107.81445485631286
2013-09-02,107.8231579602428
2013-09-03,107.84001189392087
2013-09-04,107.67940943151258
2013-09-05,107.58163026877088
2013-09-06,107.5609583142498
2013-09-07,107.74543878165748
2013-09-08,107.67054628504646
2013-09-09,107.63966867732265
2013-09-10,107.76448941693599
2013-09-11,107.67475759693596
2013-09-12,107.54223718231002
2013-09-13,107.70896305478176
2013-09-14,107.5957794740914
2013-09-15,107.43566242662804
2013-09-16,107.36052092041159
2013-09-17,107.25867689727251
2013-09-18,107.27846696106417
2013-09-19,107.33816840647931
2013-09-20,107.58681560335967
2013-09-21,107.46025707472316
2013-09-22,107.48819348672957
2013-09-23,107.50488259131342
2013-09-24,107.48657493725753
2013-09-25,107.56279187867061
2013-09-26,107.47671425824842
2013-09-27,107.36606415302037
2013-09-28,107.34986560657396
2013-09-29,107.45316950945575
2013-09-30,107.54876785422705
2013-10-01,107.37535442414175
2013-10-02,107.33937470757304
2013-10-03,107.33048515452475
2013-10-04,107.10144965358101
2013-10-05,106.98574943708742
2013-10-06,106.83516581309374
2013-10-07,106.78207920046067
2013-10-08,106.91299696473054
2013-10-09,106.90166992823166
2013-10-10,107.04017911371301
2013-10-11,107.1944789158026
2013-10-12,107.20059674824473
2013-10-13,107.16458421551349
2013-10-14,107.05999828564805
2013-10-15,106.93234863767425
2013-10-16,107.09303804804351
2013-10-17,107.25182030966407
2013-10-18,107.07988240794067
2013-10-19,107.07103914479593
2013-10-20,107.29598294312304
2013-10-21,107.34317434896252
2013-10-22,107.317518398122
2013-10-23,107.4426098008355
2013-10-24,107.61337904555678
2013-10-25,107.8157363860777
2013-10-26,107.83243096212769
2013-10-27,107.83023986053846
2013-10-28,107.93755886057218
2013-10-29,107.82549010159177
2013-10-30,107.89151343459126
2013-10-31,107.9585433553858
2013-11-01,108.0812078882331
2013-11-02,108.09666115211078
2013-11-03,107.99336277600148
2013-11-04,108.09089605359992
2013-11-05,108.17543311319443
2013-11-06,108.17584405540632
2013-11-07,108.02220320856698
2013-11-08,107.88048355589537
2013-11-09,107.84655060660565
2013-11-10,107.94262240038142
2013-11-11,107.762180037253
2013-11-12,107.85539615733195
2013-11-13,107.77883852791129
2013-11-14,107.71788085206005
2013-11-15,107.51308985626156
2013-11-16,107.47662639109087
2013-11-17,107.43215802166222
2013-11-18,107.47920876118332
2013-11-19,107.3542459157852
2013-11-20,107.4781643039105
2013-11-21,107.40128957559817
2013-11-22,107.30423407106834
2013-11-23,107.61935795797156
2013-11-24,107.46326113293843
2013-11-25,107.53390476765138
2013-11-26,107.42314644836787
2013-11-27,107.22745563777305
2013-11-28,107.30533791818554
2013-11-29,107.16036980741488
2013-11-30,106.98126026457822
2013-12-01,106.8273346508608
2013-12-02,106.74582082343537
2013-12-03,106.68055638028709
2013-12-04,106.87387441953368
2013-12-05,106.83560735293109
2013-12-06,106.77890406080574
2013-12-07,106.71471114541988
2013-12-08,106.52607369943175
2013-12-09,106.43658401891922
2013-12-10,106.33802682848592
2013-12-11,106.25627668266887
2013-12-12,106.22660945820172
2013-12-13,106.40960093297564
2013-12-14,106.42119634071771
2013-12-15,106.35793515478264
2013-12-16,106.41093482641166
2013-12-17,106.33235741401853
2013-12-18,106.12900758546168
2013-12-19,105.95819482472963
2013-12-20,105.8533613529162
2013-12-21,105.8599191196763
2013-12-22,105.8747180254774
2013-12-23,105.89811382398007
2013-12-24,106.02662164013972
2013-12-25,106.10748607488814
2013-12-26,106.12941553065303
2013-12-27,106.15203859465873
2013-12-28,106.19489923723445
2013-12-29,106.19723591063233
2013-12-30,106.34022974435915
2013-12-31,106.25924492406038
2014-01-01,106.31693438864609
2014-01-02,106.36623545936469
2014-01-03,106.39253134318605
2014-01-04,106.32371593357409
2014-01-05,109.62008317375647
2014-01-06,109.71315668904441
2014-01-07,109.67705547595948
2014-01-08,109.72603019411292
2014-01-09,109.75513836585642
2014-01-10,109.74560777292433
2014-01-11,109.70971457995205
2014-01-12,109.75776102755412
2014-01-13,109.78078804118584
2014-01-14,109.61671565730317
2014-01-15,109.45040312871919
2014-01-16,109.52898718231346
2014-01-17,109.46237099706619
2014-01-18,109.71649909895312
2014-01-19,109.74430497653384
2014-01-20,109.78342430139563
2014-01-21,109.8489512675315
2014-01-22,109.73890596834863
2014-01-23,109.6829400560745
2014-01-24,109.79483011032146
2014-01-25,109.80048712961225
2014-01-26,109.77296108860035
2014-01-27,109.81397913734072
2014-01-28,109.62809814971705
2014-01-29,109.50049362925282
2014-01-30,109.50733345374327
2014-01-31,109.53006142186467
2014-02-01,109.40150969268372
2014-02-02,109.30300967450587
2014-02-03,109.29454967755227
2014-02-04,109.21592328624098
2014-02-05,109.21615704354036
2014-02-06,109.06328473883966
2014-02-07,109.08972905242757
2014-02-08,109.11856228169326
2014-02-09,109.03136962225858
2014-02-10,109.00973401115786
2014-02-11,109.01057737434823
2014-02-12,108.96452009878162
2014-02-13,109.04016261868786
2014-02-14,109.1283620832014
2014-02-15,108.99868715055368
2014-02-16,109.29663244541923
2014-02-17,109.35599015108991
2014-02-18,109.33568942048869
2014-02-19,109.32206944376095
2014-02-20,109.18689594089935
2014-02-21,109.14781220163644
2014-02-22,109.18471825363858
2014-02-23,109.41982287716074
2014-02-24,109.4022710738739
2014-02-25,109.48023649740934
2014-02-26,109.4768832198968
2014-02-27,109.61673171934176
2014-02-28,109.53740300048199
2014-03-01,109.5509505264579
2014-03-02,109.39625364241309
2014-03-03,109.23280911340841
2014-03-04,109.11491621764279
2014-03-05,109.24255335419501
2014-03-06,109.46776572288931
2014-03-07,109.39391918494434
2014-03-08,109.34295136250135
2014-03-09,109.39262095437088
2014-03-10,109.69313694917166
2014-03-11,109.64607859597842
2014-03-12,109.66727182936003
2014-03-13,109.61302301382982
2014-03-14,109.5633147059471
2014-03-15,109.74237249036115
2014-03-16,109.84355550041636
2014-03-17,109.73390182307932
2014-03-18,109.69724091475098
2014-03-19,109.87460098129266
2014-03-20,109.83426381077545
2014-03-21,109.89198005923092
2014-03-22,109.96813533376474
2014-03-23,110.13897179852508
2014-03-24,110.1093138125007
2014-03-25,110.10846186613368
2014-03-26,110.20894808171577
2014-03-27,110.2598896192058
2014-03-28,110.21623299742573
2014-03-29,110.34975278677743
2014-03-30,110.19293068440406
2014-03-31,110.2444979749863
2014-04-01,110.31038438012745
2014-04-02,110.33873407577151
2014-04-03,110.28367406614704
2014-04-04,110.27326709584875
2014-04-05,110.2056746284112
2014-04-06,110.29983051182789
2014-04-07,110.31563927280062
2014-04-08,110.21544826311923
2014-04-09,110.2622974101271
2014-04-10,110.2325362488505
2014-04-11,110.28804939117198
2014-04-12,110.30414102982999
2014-04-13,110.41403143052918
2014-04-14,110.49415431027036
2014-04-15,110.55927178702638
2014-04-16,110.4690391506572
2014-04-17,110.34856877668898
2014-04-18,110.35758610608342
2014-04-19,110.17059289682382
2014-04-20,110.12885709289876
2014-04-21,110.13410490452577
2014-04-22,110.25412820492049
2014-04-23,110.24147763021317
2014-04-24,110.20134788934523
2014-04-25,110.11634209679949
2014-04-26,110.21755678570905
2014-04-27,110.02248312523133
2014-04-28,110.10819138184326
2014-04-29,110.09342946723257
2014-04-30,110.12695577070298
2014-05-01,110.31983861489124
2014-05-02,110.27351248898448
2014-05-03,110.21214676857326
2014-05-04,109.96054253685823
2014-05-05,109.98582722879345
2014-05-06,109.99151286209023
2014-05-07,110.08256404311953
2014-05-08,110.02638659232922
2014-05-09,110.05552235140755
2014-05-10,110.11758609506138
2014-05-11,110.21583074403107
2014-05-12,110.3320192842236
2014-05-13,110.41782102398656
2014-05-14,110.45404717729814
2014-05-15,110.59539813978895
2014-05-16,110.62378335470129
2014-05-17,110.74163454757017
2014-05-18,110.75537096482499
2014-05-19,110.75465464444315
2014-05-20,110.75792262898175
2014-05-21,110.65717318650077
2014-05-22,110.52151354921381
2014-05-23,110.6391290599741
2014-05-24,110.58393122795131
2014-05-25,110.49861964228586
2014-05-26,110.83416757529031
2014-05-27,110.84932546613705
2014-05-28,110.82218068368482
2014-05-29,110.90615767466625
2014-05-30,111.01929237501457
2014-05-31,111.17180279535543
2014-06-01,111.18235125332812
2014-06-02,111.0054324761231
2014-06-03,111.08395679443171
2014-06-04,110.93091519737659
2014-06-05,111.03530594904504
2014-06-06,111.0644848747691
2014-06-07,111.00558245417287
2014-06-08,110.83887213720536
2014-06-09,112.52516961408867
2014-06-10,112.49790066872029
2014-06-11,112.35311373934428
2014-06-12,112.356059994176
2014-06-13,112.33202551602906
2014-06-14,112.2235878610276
2014-06-15,112.29157675443476
2014-06-16,112.33956873968759
2014-06-17,112.45434523625083
2014-06-18,112.57360554409914
2014-06-19,112.63817679617834
2014-06-20,112.673666608854
2014-06-21,112.88133027125465
2014-06-22,112.92220528586073
2014-06-23,112.74168714546927
2014-06-24,112.69298103048556
2014-06-25,112.55268200858582
2014-06-26,112.63713323099043
2014-06-27,112.62175684819384
2014-06-28,112.40472878842924
2014-06-29,112.3154682366326
2014-06-30,112.38086004007573
2014-07-01,112.33682085754984
2014-07-02,112.2865384350096
2014-07-03,112.30406081404233
2014-07-04,112.25134741183507
2014-07-05,112.32630579960353
2014-07-06,112.32968195408175
2014-07-07,112.29141396102543
2014-07-08,112.46332030875833
2014-07-09,112.44568530381639
2014-07-10,112.58409010825801
2014-07-11,112.66913279627938
2014-07-12,112.7944545227007
2014-07-13,112.86134153989217
2014-07-14,112.70793503546683
2014-07-15,112.90018625028009
2014-07-16,113.02288706985755
2014-07-17,113.01649027450422
2014-07-18,113.0350425051302
2014-07-19,113.0246447439308
2014-07-20,113.1545325183064
2014-07-21,113.12839053682796
2014-07-22,113.16911227209538
2014-07-23,113.12463182374437
2014-07-24,112.92203881332571
2014-07-25,112.90458700879407
2014-07-26,112.81499750635875
2014-07-27,112.67126012343937
2014-07-28,112.57767974349008
2014-07-29,112.4981448661713
2014-07-30,112.62957078508552
2014-07-31,112.72194402448461
2014-08-01,112.73427817524508
2014-08-02,112.72215493747599
2014-08-03,112.7129447775999
2014-08-04,112.66952738987288
2014-08-05,112.74362749782345
2014-08-06,112.7302796424968
2014-08-07,112.76946303406103
2014-08-08,112.88544382616111
2014-08-09,112.80697368833623
2014-08-10,112.73529999715207
2014-08-11,112.59752149703006
2014-08-12,112.76970292377088
2014-08-13,112.85549329657506
2014-08-14,113.01583103515041
2014-08-15,113.13768485873153
2014-08-16,113.23536222296775
2014-08-17,113.23834910427539
2014-08-18,113.37017110770248
2014-08-19,113.23259943159928
2014-08-20,113.18893366644198
2014-08-21,113.19729338469303
2014-08-22,113.3020314317673
2014-08-23,113.40261468574613
2014-08-24,113.47760539013962
2014-08-25,113.34371667786378
2014-08-26,113.2209998696695
2014-08-27,113.21829011272854
2014-08-28,113.13417630659384
2014-08-29,113.16539198767514
2014-08-30,113.12245231576992
2014-08-31,113.131188711133
2014-09-01,112.98643513721738
2014-09-02,113.18858065453782
2014-09-03,112.97220777770978
2014-09-04,112.77430563876264
2014-09-05,112.81312015841266
2014-09-06,112.8457991579903
2014-09-07,112.79886156779772
2014-09-08,112.73752878474014
2014-09-09,112.86760887246
2014-09-10,112.63084528529505
2014-09-11,112.68046550833797
2014-09-12,112.73782856287939
2014-09-13,112.79795515355652
2014-09-14,112.71618123775622
2014-09-15,112.71351805422844
2014-09-16,112.72595038874279
2014-09-17,112.6894383134927
2014-09-18,112.68784461701486
2014-09-19,112.6639087951012
2014-09-20,112.55501815688771
2014-09-21,112.41341511422671
2014-09-22,112.22521066587514
2014-09-23,112.08524792562815
2014-09-24,112.00062352307901
2014-09-25,111.73812705565474
2014-09-26,111.69241938608234
2014-09-27,111.75196828644337
2014-09-28,111.63889717302848
2014-09-29,111.65455874538651
2014-09-30,111.8139518389981
2014-10-01,111.92379533993412
2014-10-02,111.91804711754514
2014-10-03,111.91658401478657
2014-10-04,111.98739068527148
2014-10-05,112.00045167504955
2014-10-06,112.08116434970651
2014-10-07,112.11347924505698
2014-10-08,111.85927860036963
2014-10-09,111.95886442654997
2014-10-10,111.80625800280214
2014-10-11,111.8108620740054
2014-10-12,111.82431538735082
2014-10-13,111.7452947681138
2014-10-14,111.70670567860974
2014-10-15,111.57093656190642
2014-10-16,111.33739084465037
2014-10-17,111.30421234119436
2014-10-18,111.29230072445608
2014-10-19,111.41855520881731
2014-10-20,111.42348976987687
2014-10-21,111.39476270330096
2014-10-22,111.65075571366383
2014-10-23,111.80271222134513
2014-10-24,111.71825289568955
2014-10-25,111.7256128674691
2014-10-26,111.6738932869528
2014-10-27,111.64799968649179
2014-10-28,111.5127862187803
2014-10-29,111.56628280494839
2014-10-30,111.57390717042166
2014-10-31,111.56404131191522
2014-11-01,111.58346404416368
2014-11-02,111.62795900410532
2014-11-03,111.66657322285255
2014-11-04,111.66495421530949
2014-11-05,111.7172858609506
2014-11-06,111.68598174863054
2014-11-07,111.67649769450244
2014-11-08,111.63424740593804
2014-11-09,111.60936439019366
2014-11-10,111.62778333319301
2014-11-11,111.42291955665628
2014-11-12,111.4056729658372
2014-11-13,111.37034585076856
2014-11-14,111.31085818739945
2014-11-15,111.18785814246878
2014-11-16,111.17586034289006
2014-11-17,111.22430311255752
2014-11-18,111.28461781950692
2014-11-19,111.42122344078284
2014-11-20,111.44279348776405
2014-11-21,111.43476773725486
2014-11-22,111.51463932154456
2014-11-23,111.56147106550169
2014-11-24,107.97777511455654
2014-11-25,107.88706155476625
2014-11-26,107.84822475181221
2014-11-27,113.02898731444988
2014-11-28,112.9420130023705
2014-11-29,113.02281703791287
2014-11-30,113.237429236832
2014-12-01,113.37474523378879
2014-12-02,113.73953452669328
2014-12-03,113.76453824343278
2014-12-04,113.60560273430455
2014-12-05,113.50613805722807
2014-12-06,113.5260439378983
2014-12-07,113.6500806146898
2014-12-08,113.63324990931049
2014-12-09,113.70853463886483
2014-12-10,113.82193446080015
2014-12-11,113.77652478217495
2014-12-12,113.83514284558997
2014-12-13,113.82671592110465
2014-12-14,113.77705342758038
2014-12-15,113.79255042467781
2014-12-16,113.89785444011342
2014-12-17,113.80961363358
2014-12-18,113.8430440705468
2014-12-19,113.87918348830873
2014-12-20,113.96150618249547
2014-12-21,114.07401646838396
2014-12-22,114.00324819314456
2014-12-23,114.10093026357222
2014-12-24,113.93202651862504
2014-12-25,113.7424643416477
2014-12-26,113.6761052807765
2014-12-27,113.71766892294494
2014-12-28,113.74571045822822
2014-12-29,113.74278265159096
2014-12-30,114.20072344865828
2014-12-31,114.30438021212218
2015-01-01,114.35957711091325
2015-01-02,114.41797524619699
2015-01-03,114.43796570530105
2015-01-04,114.21705314723586
2015-01-05,114.18897019503223
2015-01-06,114.07706511273992
2015-01-07,114.20914293475381
2015-01-08,114.30620741683153
2015-01-09,114.2765581028958
2015-01-10,114.13192649374427
2015-01-11,114.10736991867047
2015-01-12,116.13200116403945
2015-01-13,115.92041357466049
2015-01-14,116.0248395277143
2015-01-15,116.07722268623641
2015-01-16,116.24556467064423
2015-01-17,116.07137051405866
2015-01-18,116.16071891444447
2015-01-19,116.1953962308409
2015-01-20,116.40234654235104
2015-01-21,116.60601714895681
2015-01-22,116.52915362222097
2015-01-23,116.45570622861837
2015-01-24,116.50498554924481
2015-01-25,113.20784453961194
2015-01-26,113.05235122115087
2015-01-27,113.04206616149757
2015-01-28,113.2007363093711
2015-01-29,113.24782423670337
2015-01-30,113.26007650420928
2015-01-31,113.39959100792423
2015-02-01,113.42972216205526
2015-02-02,113.48149252824159
2015-02-03,113.39855671071162
2015-02-04,113.26137969934356
2015-02-05,113.30346519979848
2015-02-06,113.25010248461378
2015-02-07,113.16394302225645
2015-02-08,113.02896042200003
2015-02-09,112.9511709625486
2015-02-10,113.01196463320964
2015-02-11,113.28141721022646
2015-02-12,113.33594194748035
2015-02-13,113.27941025199888
2015-02-14,113.37650659624175
2015-02-15,113.32410141178053
2015-02-16,113.22731501031838
2015-02-17,113.1684121150309
2015-02-18,113.18906915085446
2015-02-19,113.36652964942805
2015-02-20,113.47118435511108
2015-02-21,113.55223590028089
2015-02-22,113.6166241627784
2015-02-23,113.52511008623239
2015-02-24,113.62736968730333
2015-02-25,113.57241376324012
2015-02-26,113.42552528068835
2015-02-27,113.40032593426167
2015-02-28,113.38196463539101
2015-03-01,113.46683089399042
2015-03-02,113.66676478872625
2015-03-03,113.58565650942344
2015-03-04,113.72506277352585
2015-03-05,113.76715046593446
2015-03-06,113.89803843888144
2015-03-07,113.87692001185255
2015-03-08,110.49257466751604
2015-03-09,110.4834316881904
2015-03-10,110.44892437547344
2015-03-11,110.33309442345926
2015-03-12,110.45242138197928
2015-03-13,110.62292167149963
2015-03-14,110.57324983683597
2015-03-15,110.71509367070036
2015-03-16,110.75230460935988
2015-03-17,110.79563772820872
2015-03-18,110.899061577397
2015-03-19,110.70114200600837
2015-03-20,110.7325150137255
2015-03-21,110.69630578911281
2015-03-22,110.80492425355827
2015-03-23,110.92913522124437
2015-03-24,110.59003358792721
2015-03-25,110.33093461649962
2015-03-26,110.36003474044108
2015-03-27,110.28915733376367
2015-03-28,110.25145248163419
2015-03-29,110.11936338170139
2015-03-30,109.92910895697774
2015-03-31,109.83187042106893
2015-04-01,109.81678884688513
2015-04-02,109.67642139593077
2015-04-03,109.82767088864229
2015-04-04,109.85649194422717
2015-04-05,109.95706507325878
2015-04-06,109.85849350234687
2015-04-07,109.79988885277041
2015-04-08,109.76884033980922
2015-04-09,109.80153259500392
2015-04-10,109.83262325302141
2015-04-11,109.88173507773904
2015-04-12,109.89808542816701
2015-04-13,109.94228636304314
2015-04-14,110.03840225835859
2015-04-15,109.93032320316384
2015-04-16,109.983540240712
2015-04-17,110.03769922237119
2015-04-18,109.89802563054417
2015-04-19,109.81135632008167
2015-04-20,109.79267217883134
2015-04-21,109.80307224917837
2015-04-22,109.68982487091228
2015-04-23,109.55697628145026
2015-04-24,109.61484219345532
2015-04-25,109.64846962289319
2015-04-26,109.82061049496683
2015-04-27,109.46722364288524
2015-04-28,109.53399066251056
2015-04-29,109.47307268623962
2015-04-30,109.20655387735232
2015-05-01,109.22293521456308
2015-05-02,109.22656821575373
2015-05-03,109.17302705785427
2015-05-04,109.10523296874138
2015-05-05,109.02528954902382
2015-05-06,108.85852528903801
2015-05-07,108.87038418120616
2015-05-08,108.83235178172617
2015-05-09,108.76717661188019
2015-05-10,108.7885074265324
2015-05-11,108.89380783933149
2015-05-12,109.0471343930433
2015-05-13,108.8777404614718
2015-05-14,108.76431527614349
2015-05-15,108.79338238085624
2015-05-16,108.82703149002268
2015-05-17,108.7226710446319
2015-05-18,108.87148681913263
2015-05-19,108.62500630145479
2015-05-20,108.50407432799504
2015-05-21,108.4690613282926
2015-05-22,108.39057500646707
2015-05-23,108.44676524097535
2015-05-24,108.48470444247148
2015-05-25,108.49578128928425
2015-05-26,108.50364235104804
2015-05-27,108.48174882832586
2015-05-28,108.4355039726419
2015-05-29,108.31594089877555
2015-05-30,108.44895879194314
2015-05-31,108.41885932530685
2015-06-01,108.51415222683556
2015-06-02,108.63080781549324
2015-06-03,108.75986569612962
2015-06-04,108.80392438033802
2015-06-05,108.67599911495084
2015-06-06,108.8501756030671
2015-06-07,108.8725692435371
2015-06-08,108.62686923651964
2015-06-09,108.5060425750645
2015-06-10,108.75044442637115
2015-06-11,108.65267289488027
2015-06-12,108.43233258066633
2015-06-13,108.53705141887531
2015-06-14,108.58116694944165
2015-06-15,108.54004090633411
2015-06-16,108.55711207311215
2015-06-17,108.60401213071123
2015-06-18,108.82127657547713
2015-06-19,108.87728747675307
2015-06-20,108.88414560691592
2015-06-21,108.7259003691104
2015-06-22,108.73998557100707
2015-06-23,108.7048910157765
2015-06-24,108.75914907222786
2015-06-25,108.54844260829594
2015-06-26,108.52155433872281
2015-06-27,108.41511096449248
2015-06-28,108.32969509285542
2015-06-29,108.43213387849445
2015-06-30,108.47366876245617
2015-07-01,108.50353428069472
2015-07-02,108.48649974605274
2015-07-03,108.51959126610647
2015-07-04,108.49124438750201
2015-07-05,108.61125937101849
2015-07-06,108.53934394532803
2015-07-07,108.24737715381657
2015-07-08,107.8349647350395
2015-07-09,107.77003509988903
2015-07-10,107.82826575672736
2015-07-11,107.9189337039647
2015-07-12,107.89267524244634
2015-07-13,107.89815036997192
2015-07-14,107.94631751056826
2015-07-15,107.9227881282686
2015-07-16,107.86567512926484
2015-07-17,107.98560040444742
2015-07-18,108.03994320934969
2015-07-19,108.01396730763368
2015-07-20,108.0308916373379
2015-07-21,108.08765454216191
2015-07-22,113.1665894080303
