index,value
1982 Q3,5185.2
1982 Q4,5189.8
1983 Q1,5253.8
1983 Q2,5372.3
1983 Q3,5478.4
1983 Q4,5590.5
1984 Q1,5699.8
1984 Q2,5797.9
1984 Q3,5854.3
1984 Q4,5902.4
1985 Q1,5956.9
1985 Q2,6007.8
1985 Q3,6101.7
1985 Q4,6148.6
1986 Q1,6207.4
1986 Q2,6232
1986 Q3,6291.7
1986 Q4,6323.4
1987 Q1,6365
1987 Q2,6435
1987 Q3,6493.4
1987 Q4,6606.8
1988 Q1,6639.1
1988 Q2,6723.5
1988 Q3,6759.4
1988 Q4,6848.6
1989 Q1,6918.1
1989 Q2,6963.5
1989 Q3,7013.1
1989 Q4,7030.9
1990 Q1,7112.1
1990 Q2,7130.3
1990 Q3,7130.8
1990 Q4,7076.9
1991 Q1,7040.8
1991 Q2,7086.5
1991 Q3,7120.7
1991 Q4,7154.1
1992 Q1,7228.2
1992 Q2,7297.9
1992 Q3,7369.5
1992 Q4,7450.7
1993 Q1,7459.7
1993 Q2,7497.5
1993 Q3,7536
1993 Q4,7637.4
1994 Q1,7715.1
1994 Q2,7815.7
1994 Q3,7859.5
1994 Q4,7951.6
1995 Q1,7973.7
1995 Q2,7988
1995 Q3,8053.1
1995 Q4,8112
1996 Q1,8169.2
1996 Q2,8303.1
1996 Q3,8372.7
1996 Q4,8470.6
1997 Q1,8536.1
1997 Q2,8665.8
1997 Q3,8773.7
1997 Q4,8838.4
1998 Q1,8936.2
1998 Q2,8995.3
1998 Q3,9098.9
1998 Q4,9237.1
1999 Q1,9315.5
1999 Q2,9392.6
1999 Q3,9502.2
1999 Q4,9671.1
2000 Q1,9695.6
2000 Q2,9847.9
2000 Q3,9836.6
2000 Q4,9887.7
2001 Q1,9875.6
2001 Q2,9905.9
2001 Q3,9871.1
2001 Q4,9910
2002 Q1,9977.3
2002 Q2,10031.6
2002 Q3,10090.7
2002 Q4,10095.8
2003 Q1,10138.6
2003 Q2,10230.4
2003 Q3,10410.9
2003 Q4,10502.6
2004 Q1,10612.5
2004 Q2,10704.1
2004 Q3,10808.9
2004 Q4,10897.1
2005 Q1,10999.3
2005 Q2,11089.2
2005 Q3,11202.3
2005 Q4,11248.3
2006 Q1,11403.6
